university,course,ucas_code,degree_level,study_mode,duration,alevel_grades,alevel_details,ib_points_raw,ib_points_numeric,ib_details,course_url,provider_url,description,qualification,required_subjects,subject_req_status
Durham University,Economics With Foundation,L101,Degree level: Undergraduate,Full-time including foundation year,4 years,,,,,,https://www.durham.ac.uk/study/courses/economics-with-foundation-l101/,http://www.dur.ac.uk/,"Course details

About our Foundation Programmes
The Foundation Programme is designed for students from under-represented groups in higher education, who have the potential to achieve but who, because of educational disadvantage or disruption, do not have the level of attainment or access to qualifications required for standard entry to a Durham University course.  Please note there are eligibility criteria (For more details please scroll to “How to Apply” below for link information).

What we do
Our Foundation Programmes are delivered by a dedicated team of academic tutors from Durham’s Centre for Academic Development. Each year it provides places for 100 students and supports them to progress to Level 1 study in various academic subjects from most academic department  in the university. The content focuses on developing an understanding of how knowledge is constructed within the degree programme, metacognitive skills, and independent learning, becoming increasingly specialised as the course progresses.   We support students to develop the skills and subject knowledge required for successful study at degree level.  On successful completion of the Foundation Year, students will progress to the first year of their degree - Economics BA.

Economics
Developing the skills; knowledge and understanding needed to go onto study how the principles of economic theory are applied by individuals; business and governments and how these decisions affect society.

For full details please scroll to the bottom of the page for Provider Information and select Visit our Course Page under Course Contact Details.",Bachelor of Science (with Honours) - BSc (Hons),,unknown
Durham University,Economics With Management,L103,Degree level: Undergraduate,Full-time,3 years,A*AA,Specific subjects/grades required for entry: Mathematics at grade A. Specific subjects excluded for entry: General Studies and Critical Thinking.,37 points,37.0,"Eighteen points (6, 6, 6) at Higher Level to include Mathematics or Standard Level grade 7. Maths Analysis & Approaches and Maths Applications & Interpretation at Higher or Standard Level are accepted. Mathematical Studies at Standard Level is not accepted.",https://www.durham.ac.uk/business/courses/l103/,http://www.dur.ac.uk/,"Course details
Combine economics with management to develop an understanding of key business concepts. On this course you’ll learn how organisations are managed, the strategies used to compete for customers and the importance of economics in achieving an organisation’s objectives.
Alongside the fundamental theories and techniques of economics, you’ll study complementary modules in finance, business, accounting and management.
Tailoring your degree in this way helps build the knowledge and skills to support a career in your area of interest, whether that’s in the field of economics, consultancy or a broader business management role. 

Why Durham University?
We are part of Durham University’s Business School, one of the UK's longest established business schools. 
The curriculum includes lectures from expert speakers and case studies where you will have a chance to investigate a range of contemporary economics issues to develop your analytical, numerical and problem-solving skills.
We offer an inspiring and stimulating learning environment, and consistently rank highly for the quality of our teaching, research and for graduate career prospects. 
You will learn from leading academics across a range of economic disciplines. Many of the academic team are active practitioners and researchers who will share their skills and knowledge directly, delivering their insights to the classroom and bringing you closer to the realities of the business world.

Facilities
You’ll be able to access up-to-date financial and market research information from sources such as FAME, Mintel, IMID, European Business asap and Pro-Quest. 
There’s also a wide range of information available via online databases, including Emerald, Mintel, Lexis-Nexis, Reuters Business Insight, IMF Statistical Service Online. In addition, you’ll have access to Durham University’s prestigious libraries and archives.

Rankings
4th in The Guardian University Guide 2025
7th for Economics in The Complete University Guide 2025
Top 10 in The Times and Sunday Times Good University Guide 2025

Career Opportunities
Our students graduate with subject-specific knowledge such as economic theory and data analysis, as well as the commercial awareness, IT and problem-solving skills that are highly valued by employers across the world. 
Our focus on employability stretches beyond the classroom. You will benefit from events that will give you a competitive edge in the job market. From employer talks and interview advice to business-tailored careers fairs, we work with you to achieve your goals. 
Previous Economics graduates have gone on to work for global innovators and leaders in their sector including Ernst and Young, Deloitte, Lloyds Banking Group, PwC, JP Morgan and for government departments such as the National Audit Office, HMRC and the Foreign Commonwealth and Development Office.",Bachelor of Science (with Honours) - BSc (Hons),Mathematics,specified
Durham University,Economics With Management With Study Abroad,L105,Degree level: Undergraduate,Full-time with time abroad,4 years,A*AA,Specific subjects/grades required for entry: Mathematics at grade A. Specific subjects excluded for entry: General Studies and Critical Thinking.,37 points,37.0,"Eighteen points (6, 6, 6) at Higher Level to include Mathematics or Standard Level grade 7. Maths Analysis & Approaches and Maths Applications & Interpretation at Higher or Standard Level are accepted. Mathematical Studies at Standard Level is not accepted.",https://www.durham.ac.uk/business/courses/economics-with-management-with-placement-year-l134/,http://www.dur.ac.uk/,"Course details
Combine economics with management to develop an understanding of key business concepts. On this course you’ll learn how organisations are managed, the strategies used to compete for customers and the importance of economics in achieving an organisation’s objectives.
Alongside the fundamental theories and techniques of economics, you’ll study complementary modules in finance, business, accounting and management. 
Central to the course is the real-world application of economics and management. The curriculum includes lectures from expert speakers and case studies where you will have a chance to investigate a range of contemporary economics issues to develop your analytical, numerical and problem-solving skills.
Spending a year abroad in one of our international partner universities will give you the opportunity to experience another culture and develop your language skills. In an increasingly globalised industry, international study will help you stand out to employers.

Why Durham?
We are part of Durham University’s Business School, one of the UK's longest established business schools.
You will learn from leading academics across a range of economic disciplines. Many of the academic team are active practitioners and researchers who will share their skills and knowledge directly, delivering their insights to the classroom and bringing you closer to the realities of the business world.
We offer an inspiring and stimulating learning environment, and consistently rank highly for the quality of our teaching, research and for graduate career prospects. 
You will also benefit from lectures by guest speakers who give new perspectives on relevant topics, while case studies give you the opportunity to explore a range of contemporary economics issues. 
There are further opportunities for hands-on work placements and international study.

Facilities
You’ll be able to access up-to-date financial and market research information from sources such as FAME, Mintel, IMID, European Business asap and Pro-Quest. 
There’s also a wide range of information available via online databases, including Emerald, Mintel, Lexis-Nexis, Reuters Business Insight, IMF Statistical Service Online. In addition, you’ll have access to Durham University’s prestigious libraries and archives.

Rankings
4th in The Guardian University Guide 2025
7th for Economics in The Complete University Guide 2025
Top 10 in The Times and Sunday Times Good University Guide 2025

Career Opportunities
Our students graduate with subject-specific knowledge such as economic theory and data analysis, as well as the commercial awareness, IT and problem-solving skills that are highly valued by employers across the world. 
This combination of academic knowledge and transferable skills will open up a range of career possibilities in the economics and finance sector and beyond.
Our focus on employability stretches beyond the classroom. You will benefit from events that will give you a competitive edge in the job market. From employer talks and interview advice to business-tailored careers fairs, we work with you to achieve your goals. 
Previous Economics graduates have gone on to work for global innovators and leaders in their sector including Ernst and Young, Deloitte, Lloyds Banking Group, PwC, JP Morgan and for government departments such as the National Audit Office, HMRC and the Foreign Commonwealth and Development Office.",Bachelor of Science (with Honours) - BSc (Hons),Mathematics,specified
Durham University,Economics With Study Abroad,L109,Degree level: Undergraduate,Full-time with time abroad,4 years,A*AA,Specific subjects/grades required for entry: Mathematics at grade A.,37 points,37.0,"Eighteen points (6, 6, 6) at Higher Level to include Mathematics or Standard Level grade 7. Maths Analysis & Approaches and Maths Applications & Interpretation at Higher or Standard Level are accepted. Mathematical Studies at Standard Level is not accepted.",https://www.durham.ac.uk/business/courses/l109/,http://www.dur.ac.uk/,"Course details
Economics is at the heart of decision-making across every aspect of society. From individuals and businesses to public bodies and multinational organisations, economists examine available resources and work out how they can be used efficiently and effectively.
This degree has been developed to meet the needs of the business world and equip you with the skills to succeed in a range of industries. 
Central to the course is the real-world application of economics. The curriculum includes lectures from expert speakers and projects where you will have a chance to investigate a range of contemporary economics issues.
Spending a year abroad in one of our international partner universities will give you the opportunity to experience another culture and develop your language skills. In an increasingly globalised industry, international study will help you stand out to employers.

Why Durham University?
We are part of Durham University’s Business School, one of the UK's longest established business schools. We offer an inspiring and stimulating learning environment, and consistently rank highly for the quality of our teaching, research and for graduate career prospects. 
Gain constructive insights from active practitioners and researchers. Our Economics degrees close the gap between the business world and the classroom, and prepare the next generation for success across a range of disciplines.
You will learn from leading academics across a range of economic disciplines. Many of the academic team are active practitioners and researchers who will share their skills and knowledge directly, delivering their insights to the classroom and bringing you closer to the realities of the business world. 

Facilities
You’ll be able to access up-to-date financial and market research information from sources such as FAME, Mintel, IMID, European Business asap and Pro-Quest. 
There’s also a wide range of information available via online databases, including Emerald, Mintel, Lexis-Nexis, Reuters Business Insight, IMF Statistical Service Online. In addition, you’ll have access to Durham University’s prestigious libraries and archives.

Rankings
4th in The Guardian University Guide 2025
7th for Economics in The Complete University Guide 2025
Top 10 in The Times and Sunday Times Good University Guide 2025

Career Opportunities
Our students graduate with subject-specific knowledge such as economic theory and data analysis, as well as the commercial awareness, IT and problem-solving skills that are highly valued by employers across the world. 
Our focus on employability stretches beyond the classroom. You will benefit from events that will give you a competitive edge in the job market. From employer talks and interview advice to business-tailored careers fairs, we work with you to achieve your goals. 
Previous Economics graduates have gone on to work for global innovators and leaders in their sector including Ernst and Young, Deloitte, Lloyds Banking Group, PwC, JP Morgan and for government departments such as the National Audit Office, HMRC and the Foreign Commonwealth and Development Office.",Bachelor of Science (with Honours) - BSc (Hons),Mathematics,specified
Durham University,Education Studies,X305,Degree level: Undergraduate,Full-time,3 years,AAB,Specific subjects excluded for entry: General Studies and Critical Thinking.,35 points,35.0,With 665 in higher level subjects.,https://www.durham.ac.uk/study/courses/education-studies-x305/,http://www.dur.ac.uk/,"Course details
Are you interested in why people learn in different ways? Do you want to find out more about barriers to learning and how learning supports childhood development?   Maybe you’d like to know more about the ways in which politics can impact education and education in diverse cultures?
The BA Education Studies is an ideal qualification if you are fascinated by the learning process and education as a global phenomenon and you want to keep your career options open. Learning and education profoundly shape all our lives and we consider these in the broadest possible sense.
rom the philosophical foundations of schooling to the political implications of policy, education is a vast field that has multiple avenues to approach a seemingly straightforward subject.

Why Durham University?
Develop your expertise and deepen your knowledge at one of the UK’s leading Schools of Education. 
Gain all the knowledge, skills and experience you’ll need to become a first-rate primary teacher or choose a multidisciplinary course that takes a broader look at the role of education in society.
Our BA in Primary Education provides the tools and support you need to become an inspiring and outstanding teacher who will make a difference to the lives of pupils, both now and in the future.

Rankings
World Top 100 in the QS World University Subject Rankings 2024
1st in The Times and Sunday Times Good University Guide 2025
4th in The Complete University Guide 2025

Career Opportunities
Our students graduate with a broad range of transferable skills which open the door to careers across a wide range of sectors in the education sector and beyond. 
Our BA in Primary Education offers the opportunity to gain Qualified Teacher Status with most graduates progressing directly into teaching. 
Graduates of the BA in Education Studies degrees move into a diverse range of roles including educational research, publishing, education administration, policy making and management as well as roles in the commercial or public sector.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
Durham University,Education Studies - Geography,X1F8,Degree level: Undergraduate,Full-time,3 years,AAB,Specific subjects excluded for entry: General Studies and Critical Thinking.,35 points,35.0,With 665 in higher level subjects.,https://www.durham.ac.uk/study/courses/education-studies---geography-x1f8/,http://www.dur.ac.uk/,"Course details
Are you interested in why people learn in different ways? Do you want to find out more about barriers to learning and how learning supports childhood development?
The BA Education Studies – Geography combines study of the education process with current issues in geography, offering you the opportunity to explore topics as diverse as childhood development and global economic change. 
From the philosophical foundations of schooling to the political implications of policy, education is a vast field that has multiple avenues to approach a seemingly straightforward subject. 

Why Durham University?
Develop your expertise and deepen your knowledge at one of the UK’s leading Schools of Education. 
Gain all the knowledge, skills and experience you’ll need to become a first-rate primary teacher or choose a multidisciplinary course that takes a broader look at the role of education in society.
Our BA in Primary Education provides the tools and support you need to become an inspiring and outstanding teacher who will make a difference to the lives of pupils, both now and in the future.

Rankings
World Top 100 in the QS World University Subject Rankings 2024
1st in The Times and Sunday Times Good University Guide 2025
4th in The Complete University Guide 2025

Careers Opportunities
Our students graduate with a broad range of transferable skills which open the door to careers across a wide range of sectors in the education sector and beyond. 
Our BA in Primary Education offers the opportunity to gain Qualified Teacher Status with most graduates progressing directly into teaching.
Graduates of the BA in Education Studies degrees move into a diverse range of roles including educational research, publishing, education administration, policy making and management as well as roles in the commercial or public sector.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
Durham University,Education Studies - Psychology,X1C8,Degree level: Undergraduate,Full-time,3 years,AAB,Grade 5 (or grade B) or above in Mathematics at GCSE (or equivalent) is required.,35 points,35.0,With 665 in higher level subjects.,https://www.durham.ac.uk/study/courses/x1c8/,http://www.dur.ac.uk/,"Course details
Are you interested in why people think and learn in different ways? Would you like to know more about the workings of the mind and how that may impact a person’s potential to learn? 
The BA Education Studies – Psychology is an ideal qualification if you are fascinated by the psychological aspects of the learning process and want to keep your career options open. 
You will also be eligible to receive professional accreditation from the British Psychological Society.

Why Durham University?
Develop your expertise and deepen your knowledge at one of the UK’s leading Schools of Education. 
Gain all the knowledge, skills and experience you’ll need to become a first-rate primary teacher or choose a multidisciplinary course that takes a broader look at the role of education in society.
Our BA in Primary Education provides the tools and support you need to become an inspiring and outstanding teacher who will make a difference to the lives of pupils, both now and in the future.

Rankings
World Top 100 in the QS World University Subject Rankings 2024
1st in The Times and Sunday Times Good University Guide 2025
4th in The Complete University Guide 2025

Career Opportunities
Our students graduate with a broad range of transferable skills which open the door to careers across a wide range of sectors in the education sector and beyond. 
Our BA in Primary Education offers the opportunity to gain Qualified Teacher Status with most graduates progressing directly into teaching.
Graduates of the BA in Education Studies degrees move into a diverse range of roles including educational research, publishing, education administration, policy making and management as well as roles in the commercial or public sector.
Some students choose further study, progressing to doctoral programmes, while others choose a Masters degree or a PGCE in primary or secondary education.",Bachelor of Arts (with Honours) - BA (Hons),Mathematics,specified
Durham University,Education Studies - Sociology,XL33,Degree level: Undergraduate,Full-time,3 years,AAB,Specific subjects excluded for entry: General Studies and Critical Thinking.,35 points,35.0,With 665 in higher level subjects.,https://www.durham.ac.uk/study/courses/xl33/,http://www.dur.ac.uk/,"Course details
Are you interested in why people learn in different ways? Do you want to find out more about barriers to learning and how learning supports childhood development? Maybe you’d like to know more about the impact of society and social policy on the education experience. t
The BA Education Studies – Sociology is an ideal qualification if you are fascinated by the learning process from a sociological perspective and want to keep your career options open.
From the philosophical foundations of schooling to the political implications of policy, education is a vast field that has multiple avenues to approach a seemingly straightforward subject. Our degree goes far beyond any classroom and considers education, people and their relationship to the ever-changing world. 

Why Durham University?
Embark on an Education degree at Durham and join us in a first-class experience which combines innovative teaching and exceptional support with a learning experience informed by the highest quality research. 
Our BA in Primary Education provides the tools and support you need to become an inspiring and outstanding teacher who will make a difference to the lives of pupils, both now and in the future.
Gain all the knowledge, skills and experience you’ll need to become a first-rate primary teacher or choose a multidisciplinary course that takes a broader look at the role of education in society.
We work with a diverse network of schools covering a wide geographical area, and if you choose a teaching qualification you will spend some of your time based in a school developing your professional skills to inspire the next generation.

Rankings
World Top 100 in the QS World University Subject Rankings 2024
1st in The Times and Sunday Times Good University Guide 2025
4th in The Complete University Guide 2025

Careers Opportunities
Our students graduate with a broad range of transferable skills which open the door to careers across a wide range of sectors in the education sector and beyond. 
Our BA in Primary Education offers the opportunity to gain Qualified Teacher Status with most graduates progressing directly into teaching. 
Graduates of the BA in Education Studies degrees move into a diverse range of roles including educational research, publishing, education administration, policy making and management as well as roles in the commercial or public sector.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
Durham University,Education Studies With Foundation,X301,Degree level: Undergraduate,Full-time including foundation year,4 years,,,,,,https://www.durham.ac.uk/study/courses/education-studies-with-foundation-x301/,http://www.dur.ac.uk/,"Course details

About our Foundation Programmes
The Foundation Programme is designed for students from under-represented groups in higher education, who have the potential to achieve but who, because of educational disadvantage or disruption, do not have the level of attainment or access to qualifications required for standard entry to a Durham University course.  Please note there are eligibility criteria (For more details please scroll to “How to Apply” below for link information).

What we do
Our Foundation Programmes are delivered by a dedicated team of academic tutors from Durham’s Centre for Academic Development. Each year it provides places for 100 students and supports them to progress to Level 1 study in various academic subjects from most academic department  in the university. The content focuses on developing an understanding of how knowledge is constructed within the degree programme, metacognitive skills, and independent learning, becoming increasingly specialised as the course progresses.   We support students to develop the skills and subject knowledge required for successful study at degree level.  On successful completion of the Foundation Year, students will progress to the first year of their degree - Education Studies BA.

Education Studies
Developing the skills; knowledge and understanding needed to study social; political; psychological and philosophical aspects of education.

For full details please scroll to the bottom of the page for Provider Information and select Visit our Course Page under Course Contact Details.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
Durham University,Engineering (Civil),H214,Degree level: Undergraduate,Full-time,3 years,A*AA,"To include Mathematics and one subject that carries a practical endorsement (Biology, Chemistry, Geology or Physics). Specific subjects excluded for entry: General Studies and Critical Thinking. Information: Applicants taking Science A-levels that include a practical component will be required to take and pass this as a condition of entry. This refers only to English A Levels.",37 points,37.0,"666 in higher level subjects including Mathematics and one STEM subject (Biology, Chemistry or Physics). We accept Maths Analysis & Approaches, and Maths Applications & Interpretation",https://www.durham.ac.uk/study/courses/engineering-civil-h214/,http://www.dur.ac.uk/,"Course details
Enter the exciting world of engineering and gain the skills you need to plan, design and analyse engineering projects aligned to the needs of local, national and global industry.
The BEng Civil Engineering is a high-quality three-year General Engineering degree designed to offer you the knowledge and skills necessary to join engineering teams on graduation. It is complementary to the four-year Durham MEng, and transfer is possible between the courses up to the end of the second year.
In the first two years, the BEng covers the same broad base of engineering education as the MEng degree. You then specialise in Civil Engineering in your third year.
The course structure offers a huge amount of flexibility – you could join us on a civil engineering pathway but decide to pursue electronic engineering at the end of your second year. We believe in empowering our students to make informed decisions. The BEng prepares you for an exciting career in modern engineering, with the flexibility to respond to changing technologies.

Why Durham University?
Engineering at Durham is designed to develop talented, modern engineers who are equipped with the skills to solve problems across traditional discipline boundaries – from offshore wind turbines to electro-mechanical devices manufactured on a microchip.
With an outstanding reputation for excellence in teaching, research and employability, we are one of only a small number of general engineering departments in the UK. We offer a range of BEng and MEng qualifications with flexible pathways to suit your interests and career goals, including the possibility of a work placement or year abroad. 
We consider Engineering as an integrated subject so, whichever degree you choose, you will study a common General Engineering for the first two years. After this time, you will have developed enough knowledge to make an informed decision about your future, both in terms of your discipline and the length of your degree, with transfer possible between the courses up to the end of the second year.
All courses are accredited by the relevant professional institution. Our MEng programmes fulfil the educational requirements for Chartered Engineer status.

Facilities
We are one of the most comprehensively equipped engineering departments in the UK with dedicated teaching laboratories and advanced facilities, including the newly refurbished electrical laboratory, wind tunnels, microelectronics clean rooms, a geotechnical engineering laboratory and powerful computers for computationally demanding projects.

Rankings
4th in the Complete University Guide 2025
6th in the Guardian University Guide 2025
6th in the Times and Sunday Times Good University Guide 2025

Career Opportunities
We have an outstanding reputation for employability. Our students have a dedicated careers contact who is available to offer advice and carry out mock interviews. Our Industrial Partnership Committee of around 20 local, national and international companies will ensure you have access to the best employment opportunities.
With subject specific skills, industry knowledge and transferable skills, such as problem solving, information technology, teamwork, presentation, project planning and management, you will be attractive to employers across many sectors.
Our graduates are employed in many sectors across the world including roles in civil, mechanical, electronic, electrical, manufacturing, design, aeronautics and systems engineering, and as consultants, technology analysts and software developers. 
Examples of high-profile employers include BP, Rolls Royce, and BAE Systems.",Bachelor of Engineering (with Honours) - BEng (Hon),Biology; Chemistry; English; Mathematics; Physics,specified
Durham University,Engineering (Electrical),H514,Degree level: Undergraduate,Full-time,3 years,A*AA,"To include Mathematics and one subject that carries a practical endorsement (Biology, Chemistry, Geology or Physics). Specific subjects excluded for entry: Critical Thinking and General Studies. Information: Applicants taking Science A-levels that include a practical component will be required to take and pass this as a condition of entry. This refers only to English A Levels.",37 points,37.0,"666 in higher level subjects, including Mathematics and one STEM subject (Biology, Chemistry or Physics). We accept Maths Analysis & Approaches, and Maths Applications & Interpretation",https://www.durham.ac.uk/study/courses/h514/,http://www.dur.ac.uk/,"Course details
Enter the exciting world of engineering and gain the skills you need to plan, design and analyse engineering projects aligned to the needs of local, national and global industry.
This degree is designed to offer you the knowledge and skills necessary to join engineering teams on graduation. It is complementary to the four-year Durham MEng, and transfer is possible between the courses up to the end of the second year.
In the first two years, the BEng covers the same broad base of engineering education as the MEng degree. You then specialise in Electrical Engineering in your third year.
The course structure offers a huge amount of flexibility – you could join us on an mechanical engineering pathway but decide to pursue electrical engineering at the end of your second year. We believe in empowering our students to make informed decisions. The BEng prepares you for an exciting career in modern engineering, with the flexibility to respond to changing technologies.

Why Durham University?
Engineering at Durham is designed to develop talented, modern engineers who are equipped with the skills to solve problems across traditional discipline boundaries – from offshore wind turbines to electro-mechanical devices manufactured on a microchip.
With an outstanding reputation for excellence in teaching, research and employability, we are one of only a small number of general engineering departments in the UK. We offer a range of BEng and MEng qualifications with flexible pathways to suit your interests and career goals, including the possibility of a work placement or year abroad. 
We consider Engineering as an integrated subject so, whichever degree you choose, you will study a common General Engineering for the first two years. After this time, you will have developed enough knowledge to make an informed decision about your future, both in terms of your discipline and the length of your degree, with transfer possible between the courses up to the end of the second year.
All courses are accredited by the relevant professional institution. Our MEng programmes fulfil the educational requirements for Chartered Engineer status.

Facilities
We are one of the most comprehensively equipped engineering departments in the UK with dedicated teaching laboratories and advanced facilities, including the newly refurbished electrical laboratory, wind tunnels, microelectronics clean rooms, a geotechnical engineering laboratory and powerful computers for computationally demanding projects.

Rankings
4th in the Complete University Guide 2025
6th in the Guardian University Guide 2025
6th in the Times and Sunday Times Good University Guide 2025",Bachelor of Engineering (with Honours) - BEng (Hon),Biology; Chemistry; English; Mathematics; Physics,specified
Durham University,Engineering (Electronic),H714,Degree level: Undergraduate,Full-time,3 years,A*AA,"To include Mathematics and one subject that carries a practical endorsement (Biology, Chemistry, Geology or Physics). Specific subjects excluded for entry: Critical Thinking and General Studies. Information: Applicants taking Science A-levels that include a practical component will be required to take and pass this as a condition of entry. This refers only to English A Levels.",37 points,37.0,"666 in higher level subjects, including Mathematics and one STEM subject (Biology, Chemistry or Physics). We accept Maths Analysis & Approaches, and Maths Applications & Interpretation",https://www.durham.ac.uk/study/courses/h714/,http://www.dur.ac.uk/,"Course details
Enter the exciting world of engineering and gain the skills you need to plan, design and analyse engineering projects aligned to the needs of local, national and global industry.
This degree is designed to offer you the knowledge and skills necessary to join engineering teams on graduation. It is complementary to the four-year Durham MEng, and transfer is possible between the courses up to the end of the second year.
In the first two years, the BEng covers the same broad base of engineering education as the MEng degree. You then specialise into Electronic Engineering in your third year. The course structure offers a huge amount of flexibility – you could join us on an mechanical engineering pathway but decide to pursue electronic engineering at the end of your second year. We believe in empowering our students to make informed decisions. The BEng prepares you for an exciting career in modern engineering, with the flexibility to respond to changing technologies.

Why Durham University?
Engineering at Durham is designed to develop talented, modern engineers who are equipped with the skills to solve problems across traditional discipline boundaries – from offshore wind turbines to electro-mechanical devices manufactured on a microchip.
With an outstanding reputation for excellence in teaching, research and employability, we are one of only a small number of general engineering departments in the UK. We offer a range of BEng and MEng qualifications with flexible pathways to suit your interests and career goals, including the possibility of a work placement or year abroad. 
We consider Engineering as an integrated subject so, whichever degree you choose, you will study a common General Engineering for the first two years. After this time, you will have developed enough knowledge to make an informed decision about your future, both in terms of your discipline and the length of your degree, with transfer possible between the courses up to the end of the second year.
All courses are accredited by the relevant professional institution. Our MEng programmes fulfil the educational requirements for Chartered Engineer status.

Facilities
We are one of the most comprehensively equipped engineering departments in the UK with dedicated teaching laboratories and advanced facilities, including the newly refurbished electrical laboratory, wind tunnels, microelectronics clean rooms, a geotechnical engineering laboratory and powerful computers for computationally demanding projects.

Rankings
4th in the Complete University Guide 2025
6th in the Guardian University Guide 2025
6th in the Times and Sunday Times Good University Guide 2025

Career Opportunities
We have an outstanding reputation for employability. Our students have a dedicated careers contact who is available to offer advice and carry out mock interviews. Our Industrial Partnership Committee of around 20 local, national and international companies will ensure you have access to the best employment opportunities.
With subject specific skills, industry knowledge and transferable skills, such as problem solving, information technology, teamwork, presentation, project planning and management, you will be attractive to employers across many sectors.
Our graduates are employed in many sectors across the world including roles in civil, mechanical, electronic, electrical, manufacturing, design, aeronautics and systems engineering, and as consultants, technology analysts and software developers. Examples of high-profile employers include BP, Rolls Royce, and BAE Systems.",Bachelor of Engineering (with Honours) - BEng (Hon),Biology; Chemistry; English; Mathematics; Physics,specified
Durham University,Engineering (Mechanical),H314,Degree level: Undergraduate,Full-time,3 years,A*AA,"To include Mathematics and one subject that carries a practical endorsement (Biology, Chemistry, Geology or Physics). Specific subjects excluded for entry: Critical Thinking and General Studies. Information: Applicants taking Science A-levels that include a practical component will be required to take and pass this as a condition of entry. This refers only to English A Levels.",37 points,37.0,"666 in higher level subjects, including Mathematics and one STEM subject (Biology, Chemistry or Physics).. We accept Maths Analysis & Approaches, and Maths Applications & Interpretation",https://www.durham.ac.uk/study/courses/h314/,http://www.dur.ac.uk/,"Course details
Enter the exciting world of engineering and gain the skills you need to plan, design and analyse engineering projects aligned to the needs of local, national and global industry.
This degree is designed to offer you the knowledge and skills necessary to join engineering teams on graduation. It is complementary to the four-year Durham MEng, and transfer is possible between the courses up to the end of the second year.
In the first two years, the BEng covers the same broad base of engineering education as the MEng degree. You then specialise in Mechanical Engineering in your third year. The course structure offers a huge amount of flexibility – you could join us on a electronic engineering pathway but decide to pursue mechanical engineering at the end of your second year. We believe in empowering our students to make informed decisions. The BEng prepares you for an exciting career in modern engineering, with the flexibility to respond to changing technologies.

Why Durham University?
Engineering at Durham is designed to develop talented, modern engineers who are equipped with the skills to solve problems across traditional discipline boundaries – from offshore wind turbines to electro-mechanical devices manufactured on a microchip.
With an outstanding reputation for excellence in teaching, research and employability, we are one of only a small number of general engineering departments in the UK. We offer a range of BEng and MEng qualifications with flexible pathways to suit your interests and career goals, including the possibility of a work placement or year abroad. 
We consider Engineering as an integrated subject so, whichever degree you choose, you will study a common General Engineering for the first two years. After this time, you will have developed enough knowledge to make an informed decision about your future, both in terms of your discipline and the length of your degree, with transfer possible between the courses up to the end of the second year.
All courses are accredited by the relevant professional institution. Our MEng programmes fulfil the educational requirements for Chartered Engineer status.

Facilities
We are one of the most comprehensively equipped engineering departments in the UK with dedicated teaching laboratories and advanced facilities, including the newly refurbished electrical laboratory, wind tunnels, microelectronics clean rooms, a geotechnical engineering laboratory and powerful computers for computationally demanding projects.

Rankings
4th in the Complete University Guide 2025
6th in the Guardian University Guide 2025
6th in the Times and Sunday Times Good University Guide 2025

Career Opportunities
We have an outstanding reputation for employability. Our students have a dedicated careers contact who is available to offer advice and carry out mock interviews. Our Industrial Partnership Committee of around 20 local, national and international companies will ensure you have access to the best employment opportunities.
With subject specific skills, industry knowledge and transferable skills, such as problem solving, information technology, teamwork, presentation, project planning and management, you will be attractive to employers across many sectors.
Our graduates are employed in many sectors across the world including roles in civil, mechanical, electronic, electrical, manufacturing, design, aeronautics and systems engineering, and as consultants, technology analysts and software developers.
 Examples of high-profile employers include BP, Rolls Royce, and BAE Systems.",Bachelor of Engineering (with Honours) - BEng (Hon),Biology; Chemistry; English; Mathematics; Physics,specified
